source_row,winRankPercentage,raw_prediction,prediction,expected_value,residual,absolute_error
56,0.3871,0.6438875170895455,0.6438875170895455,0.47247335302377824,0.2567875170895455,0.2567875170895455
66,0.7604,0.8514164935275805,0.8514164935275805,0.47247335302377824,0.09101649352758057,0.09101649352758057
69,0.5,0.3953788446123869,0.3953788446123869,0.47247335302377824,-0.10462115538761307,0.10462115538761307
72,0.75,0.6201702862281625,0.6201702862281625,0.47247335302377824,-0.1298297137718375,0.1298297137718375
93,0.1724,0.15170122418985554,0.15170122418985554,0.47247335302377824,-0.020698775810144454,0.020698775810144454
145,0.875,0.9243657484853334,0.9243657484853334,0.47247335302377824,0.04936574848533337,0.04936574848533337
147,0.8462,0.6732777056560925,0.6732777056560925,0.47247335302377824,-0.1729222943439075,0.1729222943439075
161,0.4894,0.48053628240883467,0.48053628240883467,0.47247335302377824,-0.008863717591165332,0.008863717591165332
168,0.8148,0.6858243694811896,0.6858243694811896,0.47247335302377824,-0.12897563051881034,0.12897563051881034
176,0.2222,0.18865813862471548,0.18865813862471548,0.47247335302377824,-0.03354186137528453,0.03354186137528453
184,0.5185,0.6439128404490584,0.6439128404490584,0.47247335302377824,0.12541284044905843,0.12541284044905843
185,0.8077,0.8035441481320806,0.8035441481320806,0.47247335302377824,-0.004155851867919336,0.004155851867919336
195,0.7037,0.6344238688693262,0.6344238688693262,0.47247335302377824,-0.06927613113067377,0.06927613113067377
231,0.8519,0.7713563949788323,0.7713563949788323,0.47247335302377824,-0.08054360502116764,0.08054360502116764
245,0.6071,0.6077758125315491,0.6077758125315491,0.47247335302377824,0.0006758125315491359,0.0006758125315491359
246,0.5517,0.49241657050662074,0.49241657050662074,0.47247335302377824,-0.059283429493379225,0.059283429493379225
302,0.0659,0.08091489766618837,0.08091489766618837,0.47247335302377824,0.015014897666188368,0.015014897666188368
305,0.5926,0.5406685281581822,0.5406685281581822,0.47247335302377824,-0.05193147184181779,0.05193147184181779
341,0.28,0.2545303709967247,0.2545303709967247,0.47247335302377824,-0.025469629003275318,0.025469629003275318
352,0.7551,0.8652876616335241,0.8652876616335241,0.47247335302377824,0.11018766163352411,0.11018766163352411
366,0.3929,0.5398994193962915,0.5398994193962915,0.47247335302377824,0.14699941939629146,0.14699941939629146
374,0.9615,0.9072719934240618,0.9072719934240618,0.47247335302377824,-0.05422800657593818,0.05422800657593818
393,0.7021,0.8659076817028009,0.8659076817028009,0.47247335302377824,0.1638076817028009,0.1638076817028009
423,0.7826,0.8220192320793209,0.8220192320793209,0.47247335302377824,0.039419232079320965,0.039419232079320965
431,0.6596,0.7656508697853325,0.7656508697853325,0.47247335302377824,0.10605086978533251,0.10605086978533251
475,0.0417,0.05244915693397073,0.05244915693397073,0.47247335302377824,0.01074915693397073,0.01074915693397073
481,0.234,0.21600321628676689,0.21600321628676689,0.47247335302377824,-0.017996783713233128,0.017996783713233128
522,0.8163,0.7661102993761058,0.7661102993761058,0.47247335302377824,-0.05018970062389427,0.05018970062389427
542,0.9255,0.851528670779697,0.851528670779697,0.47247335302377824,-0.07397132922030303,0.07397132922030303
570,0.6939,0.5678731554567029,0.5678731554567029,0.47247335302377824,-0.12602684454329705,0.12602684454329705
574,0.1935,0.12543347919111647,0.12543347919111647,0.47247335302377824,-0.06806652080888353,0.06806652080888353
593,0.6923,0.8621876666372741,0.8621876666372741,0.47247335302377824,0.16988766663727406,0.16988766663727406
630,0.0,-0.030619001786932,0.0,0.47247335302377824,0.0,0.0
674,0.1111,0.09161712375285125,0.09161712375285125,0.47247335302377824,-0.019482876247148756,0.019482876247148756
695,0.5385,0.5192422772819348,0.5192422772819348,0.47247335302377824,-0.01925772271806514,0.01925772271806514
705,0.6667,0.5333966345066187,0.5333966345066187,0.47247335302377824,-0.1333033654933813,0.1333033654933813
719,0.3125,0.3316261757388316,0.3316261757388316,0.47247335302377824,0.019126175738831575,0.019126175738831575
769,0.2414,0.18401165881881382,0.18401165881881382,0.47247335302377824,-0.05738834118118619,0.05738834118118619
791,0.32,0.2333342606967994,0.2333342606967994,0.47247335302377824,-0.0866657393032006,0.0866657393032006
801,0.6667,0.686549643994707,0.686549643994707,0.47247335302377824,0.01984964399470701,0.01984964399470701
807,0.2593,0.23168079745469344,0.23168079745469344,0.47247335302377824,-0.02761920254530653,0.02761920254530653
813,0.5918,0.527673006952697,0.527673006952697,0.47247335302377824,-0.06412699304730296,0.06412699304730296
819,0.8462,0.9701202420275239,0.9701202420275239,0.47247335302377824,0.12392024202752394,0.12392024202752394
880,0.7692,0.9723426461229465,0.9723426461229465,0.47247335302377824,0.20314264612294652,0.20314264612294652
903,0.8261,0.8540125007542203,0.8540125007542203,0.47247335302377824,0.02791250075422036,0.02791250075422036
935,1.0,0.9177212257308491,0.9177212257308491,0.47247335302377824,-0.08227877426915087,0.08227877426915087
953,0.087,0.10766846475968728,0.10766846475968728,0.47247335302377824,0.020668464759687283,0.020668464759687283
1002,0.6875,0.6923925379249134,0.6923925379249134,0.47247335302377824,0.004892537924913398,0.004892537924913398
1025,0.75,0.8750391448065977,0.8750391448065977,0.47247335302377824,0.12503914480659772,0.12503914480659772
1042,0.3103,0.33137969622762864,0.33137969622762864,0.47247335302377824,0.02107969622762862,0.02107969622762862
1054,0.449,0.44129290177362196,0.44129290177362196,0.47247335302377824,-0.007707098226378051,0.007707098226378051
1131,0.0417,0.030271583372835198,0.030271583372835198,0.47247335302377824,-0.011428416627164803,0.011428416627164803
1156,0.4286,0.5166064237813651,0.5166064237813651,0.47247335302377824,0.08800642378136514,0.08800642378136514
1210,0.3077,0.3738580241497008,0.3738580241497008,0.47247335302377824,0.06615802414970084,0.06615802414970084
1261,0.1852,0.19650366521787888,0.19650366521787888,0.47247335302377824,0.011303665217878872,0.011303665217878872
1270,0.7407,0.5842491951040035,0.5842491951040035,0.47247335302377824,-0.1564508048959965,0.1564508048959965
1302,0.1154,0.11100056998619728,0.11100056998619728,0.47247335302377824,-0.004399430013802719,0.004399430013802719
1308,0.2526,0.28125586384331147,0.28125586384331147,0.47247335302377824,0.02865586384331148,0.02865586384331148
1320,0.7917,0.7475018456770139,0.7475018456770139,0.47247335302377824,-0.044198154322986016,0.044198154322986016
1368,0.3704,0.3546073911109398,0.3546073911109398,0.47247335302377824,-0.0157926088890602,0.0157926088890602
1369,1.0,0.7975516344295813,0.7975516344295813,0.47247335302377824,-0.20244836557041868,0.20244836557041868
1371,0.9565,0.8517234266868265,0.8517234266868265,0.47247335302377824,-0.10477657331317347,0.10477657331317347
1384,0.3846,0.4070785687822558,0.4070785687822558,0.47247335302377824,0.022478568782255792,0.022478568782255792
1393,0.2444,0.25658449349439705,0.25658449349439705,0.47247335302377824,0.012184493494397042,0.012184493494397042
1415,0.2222,0.32629318311045186,0.32629318311045186,0.47247335302377824,0.10409318311045185,0.10409318311045185
1467,0.7292,0.7579455579483027,0.7579455579483027,0.47247335302377824,0.02874555794830269,0.02874555794830269
1512,0.5185,0.5357682213217121,0.5357682213217121,0.47247335302377824,0.01726822132171213,0.01726822132171213
1566,0.0652,0.12862288698407204,0.12862288698407204,0.47247335302377824,0.06342288698407204,0.06342288698407204
1581,0.8846,0.7468363428655567,0.7468363428655567,0.47247335302377824,-0.13776365713444338,0.13776365713444338
1583,0.375,0.5256296171648268,0.5256296171648268,0.47247335302377824,0.1506296171648268,0.1506296171648268
1624,0.0833,0.09474906176057474,0.09474906176057474,0.47247335302377824,0.011449061760574739,0.011449061760574739
1638,0.6957,0.7053221246358586,0.7053221246358586,0.47247335302377824,0.009622124635858653,0.009622124635858653
1673,0.9167,0.9134174387503959,0.9134174387503959,0.47247335302377824,-0.0032825612496040213,0.0032825612496040213
1719,0.2692,0.2888209199771485,0.2888209199771485,0.47247335302377824,0.019620919977148488,0.019620919977148488
1747,0.1556,0.1938377963772902,0.1938377963772902,0.47247335302377824,0.03823779637729022,0.03823779637729022
1748,0.6818,0.7404948241293757,0.7404948241293757,0.47247335302377824,0.05869482412937577,0.05869482412937577
1750,0.4643,0.5575033076392291,0.5575033076392291,0.47247335302377824,0.09320330763922907,0.09320330763922907
1761,1.0,0.9858563856726654,0.9858563856726654,0.47247335302377824,-0.014143614327334575,0.014143614327334575
1766,0.5,0.3755302297576444,0.3755302297576444,0.47247335302377824,-0.12446977024235562,0.12446977024235562
1815,0.2609,0.28334625178147177,0.28334625178147177,0.47247335302377824,0.02244625178147175,0.02244625178147175
1871,0.8519,0.7327880107322673,0.7327880107322673,0.47247335302377824,-0.1191119892677327,0.1191119892677327
1962,0.1111,0.07001501991180731,0.07001501991180731,0.47247335302377824,-0.041084980088192696,0.041084980088192696
1978,0.0,0.007992920701923478,0.007992920701923478,0.47247335302377824,0.007992920701923478,0.007992920701923478
2040,0.2041,0.22216746476092109,0.22216746476092109,0.47247335302377824,0.01806746476092108,0.01806746476092108
